EmployeeID,Age,Gender,Department,JobRole,MonthlyIncome,TotalWorkingYears,YearsAtCompany,Attrition,EducationField,JobSatisfaction,OverTime,MaritalStatus,PerformanceRating
EMP1602,55,Male,R&D,Analyst,8796.31,1,1,Yes,Other,3,Yes,Married,3
EMP1603,56,Male,Sales,Analyst,9601.71,16,8,No,Other,2,No,Single,3
EMP1604,22,Female,Sales,Manager,19482.67,18,8,Yes,Marketing,2,Yes,Divorced,3
EMP1605,42,Male,Finance,Analyst,4466.75,7,4,No,Life Sciences,1,No,Single,3
EMP1606,27,Female,Finance,Analyst,7198.84,15,5,No,Technical Degree,2,No,Married,3
EMP1607,49,Male,Sales,Manager,11117.03,24,16,Yes,Other,4,No,Single,1
EMP1608,38,Male,IT,Manager,17142.77,13,12,No,Other,1,No,Married,3
EMP1609,26,Female,Sales,Executive,5364.32,9,6,No,Marketing,1,No,Married,2
EMP1610,52,Female,HR,Executive,7346.71,15,3,No,Other,1,No,Married,4
EMP1611,26,Male,R&D,Manager,3651.47,24,17,Yes,Marketing,2,No,Married,3
EMP1612,59,Female,IT,Engineer,14854.74,33,9,Yes,Life Sciences,1,Yes,Married,3
EMP1613,24,Female,HR,Analyst,6668.67,16,9,Yes,Other,3,Yes,Divorced,3
EMP1614,44,Female,IT,Executive,9301.81,8,3,Yes,Human Resources,3,No,Single,4
EMP1615,58,Female,HR,Analyst,10264.78,29,20,No,Medical,2,Yes,Divorced,4
EMP1616,58,Female,R&D,Consultant,18097.99,23,7,No,Life Sciences,1,No,Single,4
EMP1617,31,Male,R&D,Manager,9698.28,31,18,No,Human Resources,4,Yes,Single,3
EMP1618,31,Male,Finance,Engineer,5041.44,14,12,No,Life Sciences,4,Yes,Single,3
EMP1619,40,Female,HR,Consultant,11675.51,30,19,No,Technical Degree,3,No,Divorced,3
EMP1620,38,Male,Finance,Consultant,19351.76,27,16,No,Life Sciences,2,Yes,Married,1
EMP1621,42,Male,HR,Consultant,13134.5,16,6,No,Life Sciences,2,No,Married,2
EMP1622,35,Female,Finance,Manager,19709.28,6,3,No,Technical Degree,2,No,Divorced,3
EMP1623,30,Male,R&D,Executive,17219.38,33,15,No,Other,2,No,Married,3
EMP1624,22,Female,IT,Manager,3129.4,18,1,Yes,Medical,2,No,Single,3
EMP1625,34,Female,Finance,Executive,14021.99,16,2,No,Human Resources,1,No,Married,3
EMP1626,25,Male,HR,Consultant,7518.42,12,8,No,Marketing,1,Yes,Married,3
EMP1627,22,Female,HR,Consultant,12293.29,20,2,Yes,Medical,1,No,Married,3
EMP1628,53,Female,R&D,Engineer,7388.54,29,19,No,Life Sciences,4,Yes,Single,3
EMP1629,55,Female,HR,Executive,8605.23,30,9,No,Marketing,1,Yes,Married,3
EMP1630,49,Female,Sales,Consultant,18655.45,26,9,No,Technical Degree,2,No,Married,3
EMP1631,52,Female,IT,Analyst,6116.26,22,13,No,Medical,2,No,Married,4
EMP1632,29,Male,Finance,Engineer,17796.91,33,6,No,Other,4,No,Divorced,3
EMP1633,47,Male,IT,Manager,3033.01,29,15,Yes,Human Resources,4,No,Divorced,4
EMP1634,55,Female,R&D,Engineer,4090.34,22,19,No,Medical,3,No,Married,3
EMP1635,24,Female,Finance,Analyst,17456.81,13,5,No,Medical,4,No,Divorced,3
EMP1636,33,Male,Finance,Executive,13534.73,9,2,Yes,Other,3,No,Divorced,1
EMP1637,22,Female,Sales,Manager,15576.63,24,7,No,Marketing,1,No,Single,2
EMP1638,26,Male,R&D,Manager,6164.81,15,10,No,Technical Degree,2,No,Divorced,2
EMP1639,51,Female,HR,Executive,11898.96,13,11,Yes,Other,3,No,Divorced,2
EMP1640,51,Female,Sales,Engineer,15401.34,27,8,Yes,Technical Degree,3,Yes,Married,4
EMP1641,38,Female,Sales,Consultant,13478.0,7,6,No,Other,3,No,Single,4
EMP1642,44,Female,IT,Engineer,10754.73,8,8,No,Medical,4,No,Single,4
EMP1643,36,Female,IT,Analyst,19296.22,14,2,No,Technical Degree,4,Yes,Single,4
EMP1644,58,Female,IT,Consultant,14332.75,12,3,No,Marketing,4,Yes,Divorced,3
EMP1645,42,Female,Sales,Engineer,18385.64,17,16,No,Marketing,3,No,Married,3
EMP1646,35,Male,HR,Executive,15270.98,29,7,Yes,Human Resources,1,No,Single,2
EMP1647,23,Male,Finance,Analyst,15370.61,27,10,No,Technical Degree,2,No,Single,2
EMP1648,32,Male,IT,Analyst,3900.32,1,1,No,Human Resources,4,No,Divorced,3
EMP1649,59,Female,HR,Analyst,8790.63,34,17,No,Other,1,No,Single,4
EMP1650,55,Female,R&D,Consultant,17521.46,4,3,No,Life Sciences,4,No,Married,3
EMP1651,59,Female,IT,Manager,6570.57,24,22,No,Marketing,4,No,Single,3
EMP1652,55,Female,Finance,Consultant,4521.35,21,8,No,Medical,3,No,Married,3
EMP1653,39,Female,R&D,Engineer,8206.86,33,4,No,Marketing,3,Yes,Married,3
EMP1654,51,Female,R&D,Manager,6357.66,7,3,No,Life Sciences,4,Yes,Married,3
EMP1655,36,Female,Finance,Engineer,18692.54,1,1,No,Medical,2,No,Divorced,4
EMP1656,48,Male,IT,Manager,17689.42,3,3,No,Technical Degree,4,No,Divorced,4
EMP1657,55,Female,Sales,Consultant,11244.46,15,15,No,Technical Degree,2,Yes,Married,3
EMP1658,59,Male,Finance,Analyst,3573.52,31,4,No,Marketing,1,Yes,Married,2
EMP1659,54,Male,Finance,Executive,15004.84,16,16,No,Medical,4,No,Single,3
EMP1660,45,Female,Finance,Analyst,13409.71,10,9,No,Other,2,No,Single,3
EMP1661,36,Female,R&D,Consultant,19484.71,29,9,Yes,Medical,1,No,Single,4
EMP1662,51,Male,HR,Manager,12281.68,6,5,Yes,Human Resources,1,No,Divorced,3
EMP1663,38,Male,Sales,Analyst,8386.89,29,18,No,Life Sciences,3,No,Single,3
EMP1664,26,Female,IT,Consultant,11582.88,17,16,Yes,Technical Degree,1,No,Married,3
EMP1665,50,Female,IT,Engineer,19637.11,22,1,No,Marketing,3,No,Married,4
EMP1666,25,Male,HR,Executive,14686.34,24,4,No,Medical,1,No,Divorced,3
EMP1667,31,Female,Finance,Analyst,14259.58,17,8,Yes,Technical Degree,1,No,Divorced,3
EMP1668,38,Female,Sales,Manager,6711.93,21,20,No,Marketing,2,No,Single,3
EMP1669,31,Female,IT,Engineer,15513.04,11,5,No,Technical Degree,2,Yes,Divorced,3
EMP1670,38,Male,IT,Consultant,15629.76,7,3,No,Marketing,3,Yes,Married,3
EMP1671,41,Male,Finance,Executive,8052.56,5,4,No,Technical Degree,4,No,Married,3
EMP1672,45,Male,HR,Manager,10964.99,21,21,No,Other,2,No,Divorced,4
EMP1673,26,Female,Sales,Consultant,7655.56,18,18,No,Human Resources,1,No,Married,3
EMP1674,55,Female,HR,Consultant,7027.34,20,19,Yes,Life Sciences,3,Yes,Divorced,3
EMP1675,27,Male,HR,Analyst,2953.18,15,11,No,Technical Degree,3,No,Married,3
EMP1676,23,Male,Sales,Analyst,7491.21,5,3,No,Life Sciences,3,Yes,Single,3
EMP1677,34,Male,Sales,Manager,12194.47,13,8,Yes,Technical Degree,1,No,Divorced,1
EMP1678,32,Female,IT,Consultant,2528.02,12,4,No,Medical,2,No,Divorced,3
EMP1679,44,Male,IT,Analyst,7456.33,21,19,No,Human Resources,4,No,Divorced,3
EMP1680,37,Male,Sales,Executive,17924.68,6,2,No,Other,3,No,Married,3
EMP1681,52,Female,R&D,Executive,12888.85,7,5,No,Human Resources,1,No,Single,4
EMP1682,32,Female,IT,Consultant,13137.6,26,20,No,Life Sciences,2,No,Divorced,4
EMP1683,37,Female,R&D,Analyst,9558.88,8,1,No,Medical,2,No,Married,2
EMP1684,29,Male,Sales,Manager,14338.26,9,8,No,Marketing,4,Yes,Divorced,3
EMP1685,25,Female,IT,Manager,5823.82,27,11,No,Human Resources,3,No,Married,3
EMP1686,25,Female,HR,Manager,16828.07,4,4,No,Other,1,No,Single,3
EMP1687,46,Male,Sales,Executive,4542.06,21,7,No,Medical,2,No,Married,3
EMP1688,24,Female,Finance,Analyst,13980.02,31,15,No,Medical,1,No,Married,3
EMP1689,53,Male,R&D,Analyst,8470.11,21,21,Yes,Life Sciences,2,No,Divorced,4
EMP1690,24,Male,Sales,Executive,15581.48,25,20,Yes,Other,3,Yes,Married,3
EMP1691,48,Female,Sales,Manager,12120.88,15,7,No,Medical,3,No,Divorced,4
EMP1692,50,Female,IT,Manager,10416.18,28,17,No,Medical,4,No,Married,3
EMP1693,53,Female,IT,Consultant,5464.89,14,6,Yes,Marketing,2,No,Single,3
EMP1694,40,Female,IT,Engineer,13644.38,4,3,Yes,Life Sciences,1,Yes,Married,3
EMP1695,42,Female,Finance,Analyst,19558.47,20,8,No,Life Sciences,2,No,Divorced,4
EMP1696,26,Female,IT,Analyst,16948.06,34,7,No,Other,1,Yes,Married,3
EMP1697,39,Male,Sales,Analyst,3550.14,12,2,No,Medical,4,No,Married,1
EMP1698,49,Male,IT,Engineer,9084.01,33,30,No,Marketing,2,No,Single,3
EMP1699,43,Female,HR,Consultant,18697.7,24,13,No,Technical Degree,3,No,Divorced,3
EMP1700,42,Male,IT,Engineer,11303.27,20,6,No,Human Resources,1,No,Single,3
EMP1701,27,Female,Finance,Manager,14086.96,5,5,Yes,Life Sciences,3,Yes,Married,3
EMP1702,22,Male,HR,Manager,18470.49,30,5,No,Marketing,4,Yes,Single,4
EMP1703,26,Male,Sales,Analyst,17791.41,24,20,No,Other,4,No,Married,3
EMP1704,33,Male,Sales,Executive,11281.86,7,1,No,Marketing,1,Yes,Married,3
EMP1705,47,Female,R&D,Analyst,10158.81,16,13,No,Medical,2,No,Single,3
EMP1706,55,Male,HR,Executive,8444.62,15,2,No,Human Resources,3,No,Single,3
EMP1707,35,Female,R&D,Engineer,15082.84,23,15,No,Life Sciences,3,Yes,Married,4
EMP1708,47,Male,HR,Manager,7522.27,12,7,No,Technical Degree,1,No,Single,2
EMP1709,48,Male,HR,Executive,6873.03,29,10,No,Medical,1,No,Single,3
EMP1710,30,Male,Finance,Engineer,8734.37,15,3,No,Life Sciences,1,Yes,Married,3
EMP1711,47,Male,R&D,Manager,5601.26,29,5,No,Other,4,No,Divorced,3
EMP1712,43,Male,Finance,Executive,14664.6,21,13,No,Life Sciences,4,No,Single,2
EMP1713,51,Female,HR,Analyst,13284.21,15,8,Yes,Marketing,3,No,Single,3
EMP1714,38,Female,Sales,Analyst,10950.37,14,6,No,Human Resources,2,No,Divorced,3
EMP1715,47,Male,HR,Analyst,9330.7,16,5,No,Technical Degree,1,No,Single,3
EMP1716,57,Male,Finance,Engineer,18408.59,15,13,No,Human Resources,4,Yes,Married,3
EMP1717,22,Male,R&D,Analyst,3009.67,4,2,No,Marketing,2,Yes,Single,4
EMP1718,29,Male,R&D,Consultant,15959.39,27,9,No,Technical Degree,1,No,Married,3
EMP1719,56,Female,Finance,Manager,18283.42,23,17,No,Technical Degree,2,No,Divorced,3
EMP1720,36,Male,R&D,Engineer,10311.21,29,27,No,Medical,1,Yes,Divorced,3
EMP1721,43,Female,IT,Analyst,12137.08,9,2,No,Technical Degree,2,No,Divorced,3
EMP1722,35,Male,Sales,Manager,19028.11,7,5,No,Life Sciences,3,No,Single,3
EMP1723,47,Female,Sales,Executive,6214.86,4,1,Yes,Human Resources,1,Yes,Divorced,3
EMP1724,49,Male,Sales,Analyst,11602.36,5,4,No,Other,1,Yes,Single,4
EMP1725,44,Male,R&D,Manager,10807.62,5,4,No,Other,3,No,Single,3
EMP1726,35,Female,R&D,Consultant,7021.87,11,4,No,Human Resources,1,No,Single,3
EMP1727,45,Male,HR,Executive,16825.38,28,21,No,Medical,1,Yes,Divorced,3
EMP1728,23,Male,HR,Consultant,18243.01,16,5,No,Technical Degree,4,No,Divorced,4
EMP1729,47,Male,Sales,Manager,16183.82,30,8,No,Marketing,3,Yes,Single,4
EMP1730,35,Female,IT,Consultant,5918.78,4,3,No,Life Sciences,4,No,Divorced,3
EMP1731,28,Male,HR,Manager,4018.1,2,1,No,Medical,3,No,Single,3
EMP1732,24,Male,HR,Manager,13095.28,3,3,No,Technical Degree,2,No,Divorced,3
EMP1733,44,Female,R&D,Consultant,3499.16,21,3,No,Other,3,No,Married,3
EMP1734,39,Female,IT,Manager,14274.45,6,6,No,Marketing,3,No,Divorced,2
EMP1735,59,Female,Sales,Analyst,11782.42,18,13,No,Technical Degree,4,Yes,Divorced,3
EMP1736,56,Male,HR,Manager,14098.75,5,4,Yes,Medical,1,Yes,Divorced,3
EMP1737,36,Male,IT,Engineer,12827.99,9,3,No,Marketing,3,No,Single,3
EMP1738,46,Male,IT,Manager,9897.29,20,18,No,Marketing,1,No,Single,3
EMP1739,58,Female,Sales,Engineer,6015.35,28,24,No,Marketing,3,Yes,Married,1
EMP1740,49,Male,IT,Manager,7849.79,26,1,No,Marketing,4,No,Married,3
EMP1741,31,Male,IT,Manager,11678.76,18,7,No,Technical Degree,3,No,Married,3
EMP1742,38,Female,IT,Consultant,13907.69,19,12,Yes,Marketing,2,No,Single,3
EMP1743,43,Female,HR,Analyst,16140.95,3,2,No,Technical Degree,3,No,Married,4
EMP1744,47,Female,Sales,Analyst,15925.49,9,4,No,Marketing,3,Yes,Married,3
EMP1745,46,Female,IT,Executive,19522.05,31,19,No,Marketing,1,Yes,Divorced,1
EMP1746,38,Female,IT,Consultant,7502.23,17,6,No,Medical,1,No,Married,3
EMP1747,34,Male,HR,Consultant,3744.44,23,9,No,Technical Degree,2,No,Divorced,3
EMP1748,41,Female,Sales,Analyst,8549.0,34,20,No,Other,3,No,Single,3
EMP1749,46,Male,R&D,Consultant,15507.65,5,2,No,Technical Degree,1,No,Single,2
EMP1750,25,Male,HR,Analyst,10166.95,15,5,No,Human Resources,3,No,Divorced,3
EMP1751,31,Female,Sales,Consultant,16811.3,3,3,No,Other,4,Yes,Married,3
EMP1752,24,Female,IT,Manager,12113.21,19,13,No,Medical,4,Yes,Single,3
EMP1753,39,Female,Sales,Analyst,18771.36,28,9,No,Technical Degree,2,No,Divorced,3
EMP1754,57,Male,Sales,Analyst,19087.61,3,2,No,Medical,4,Yes,Single,4
EMP1755,43,Female,Sales,Engineer,3712.83,4,2,No,Other,1,No,Single,2
EMP1756,55,Female,R&D,Consultant,10487.24,24,21,Yes,Medical,1,No,Married,1
EMP1757,29,Female,Sales,Consultant,13169.56,31,1,No,Medical,2,No,Single,4
EMP1758,40,Female,R&D,Analyst,6977.77,11,8,No,Life Sciences,3,Yes,Divorced,3
EMP1759,58,Female,IT,Manager,9623.84,1,1,No,Technical Degree,1,Yes,Married,3
EMP1760,27,Male,R&D,Manager,14359.43,9,5,No,Medical,4,No,Divorced,2
EMP1761,47,Male,IT,Manager,6467.85,17,12,No,Life Sciences,1,No,Divorced,2
EMP1762,55,Male,IT,Consultant,13034.67,1,1,No,Life Sciences,2,No,Divorced,3
EMP1763,27,Female,R&D,Engineer,14705.34,3,2,Yes,Marketing,4,Yes,Married,3
EMP1764,58,Female,HR,Analyst,4083.69,26,2,No,Marketing,4,Yes,Single,2
EMP1765,54,Female,Finance,Executive,11206.76,31,28,No,Other,4,No,Divorced,3
EMP1766,43,Male,Sales,Engineer,7103.9,26,9,No,Technical Degree,2,No,Single,3
EMP1767,42,Female,Finance,Executive,15176.76,23,2,No,Marketing,2,No,Single,1
EMP1768,27,Female,Sales,Engineer,5817.22,30,23,No,Other,3,No,Divorced,2
EMP1769,27,Female,Sales,Manager,18114.16,10,8,No,Technical Degree,3,No,Single,3
EMP1770,25,Male,IT,Consultant,10041.47,8,6,No,Other,3,Yes,Married,2
EMP1771,51,Female,Sales,Executive,5965.05,25,22,No,Life Sciences,2,No,Married,2
EMP1772,32,Male,Sales,Engineer,10165.38,22,14,No,Life Sciences,4,No,Single,3
EMP1773,51,Female,R&D,Consultant,9653.02,15,11,No,Technical Degree,4,No,Single,3
EMP1774,52,Male,Finance,Executive,10006.08,10,7,No,Other,1,Yes,Married,3
EMP1775,45,Male,R&D,Analyst,12747.32,20,11,No,Other,3,Yes,Single,2
EMP1776,30,Male,Sales,Engineer,11620.54,23,17,No,Marketing,4,No,Single,3
EMP1777,24,Female,IT,Analyst,5121.1,1,1,No,Marketing,4,Yes,Single,4
EMP1778,52,Female,R&D,Manager,3647.63,2,2,No,Technical Degree,4,No,Single,3
EMP1779,58,Male,R&D,Analyst,15264.77,19,13,No,Human Resources,4,Yes,Divorced,1
EMP1780,57,Male,HR,Analyst,12295.06,14,7,No,Marketing,2,Yes,Single,3
EMP1781,45,Female,Sales,Engineer,8782.51,8,8,No,Medical,3,No,Married,3
EMP1782,52,Female,IT,Manager,16646.26,12,1,No,Marketing,4,No,Divorced,4
EMP1783,27,Male,R&D,Analyst,9291.02,26,13,No,Human Resources,4,No,Divorced,4
EMP1784,23,Female,R&D,Consultant,16429.39,27,1,No,Other,4,Yes,Married,3
EMP1785,41,Female,IT,Executive,7850.73,29,11,No,Life Sciences,4,No,Single,3
EMP1786,49,Female,Sales,Analyst,3774.79,15,6,No,Life Sciences,1,Yes,Divorced,4
EMP1787,32,Female,HR,Manager,18821.19,1,1,No,Other,4,Yes,Divorced,3
EMP1788,25,Male,R&D,Analyst,9404.64,28,20,No,Life Sciences,4,No,Single,3
EMP1789,36,Female,HR,Executive,16372.12,3,3,No,Marketing,4,Yes,Single,3
EMP1790,27,Female,Finance,Manager,7385.02,18,12,Yes,Life Sciences,1,No,Married,2
EMP1791,51,Male,Sales,Engineer,13811.39,34,26,No,Human Resources,2,No,Divorced,3
EMP1792,59,Male,Finance,Manager,17782.94,32,26,Yes,Human Resources,1,No,Single,3
EMP1793,23,Female,Finance,Engineer,3228.77,29,12,No,Marketing,4,No,Single,4
EMP1794,36,Female,Finance,Manager,17036.13,25,10,No,Other,2,No,Married,4
EMP1795,32,Female,Sales,Executive,12498.33,26,19,Yes,Medical,4,Yes,Divorced,3
EMP1796,29,Female,Sales,Executive,13130.76,8,5,Yes,Marketing,2,No,Single,3
EMP1797,47,Male,IT,Manager,11655.27,19,5,No,Life Sciences,4,No,Married,3
EMP1798,26,Male,HR,Analyst,17803.31,22,9,Yes,Marketing,4,No,Divorced,3
EMP1799,27,Male,HR,Executive,3260.08,29,27,No,Human Resources,2,Yes,Divorced,3
EMP1800,47,Female,IT,Engineer,7068.0,33,28,Yes,Marketing,2,No,Divorced,3
EMP1801,25,Female,IT,Engineer,17825.84,3,2,No,Marketing,4,No,Divorced,3
EMP1802,40,Female,Finance,Consultant,15666.05,19,17,No,Medical,1,No,Married,2
EMP1803,41,Female,IT,Engineer,2808.79,10,10,No,Human Resources,1,No,Single,2
EMP1804,54,Male,R&D,Consultant,11547.61,27,21,No,Technical Degree,1,No,Divorced,4
EMP1805,41,Male,HR,Manager,11767.52,15,1,No,Technical Degree,1,No,Divorced,1
EMP1806,33,Female,IT,Manager,9515.44,11,6,No,Human Resources,2,No,Single,2
EMP1807,22,Male,R&D,Manager,7704.38,26,16,No,Technical Degree,2,Yes,Divorced,3
EMP1808,47,Female,R&D,Analyst,14430.18,24,15,No,Life Sciences,1,Yes,Divorced,4
EMP1809,35,Female,R&D,Analyst,6136.33,13,7,Yes,Technical Degree,3,No,Single,3
EMP1810,59,Male,R&D,Consultant,16481.6,32,17,No,Life Sciences,3,No,Single,3
EMP1811,58,Female,Finance,Engineer,16553.15,4,2,No,Human Resources,3,No,Divorced,3
EMP1812,32,Female,R&D,Engineer,9767.08,13,4,No,Technical Degree,4,No,Single,3
EMP1813,57,Male,Finance,Manager,7462.09,9,9,No,Technical Degree,1,No,Married,3
EMP1814,34,Female,Finance,Executive,7467.87,34,13,No,Other,4,Yes,Married,3
EMP1815,24,Female,R&D,Analyst,10940.1,7,1,No,Life Sciences,2,No,Divorced,3
EMP1816,54,Male,HR,Analyst,15092.64,1,1,No,Life Sciences,2,No,Divorced,4
EMP1817,27,Female,R&D,Manager,8780.2,12,9,No,Marketing,3,No,Single,3
EMP1818,31,Male,R&D,Analyst,13175.76,21,8,No,Medical,3,No,Single,3
EMP1819,26,Female,R&D,Manager,9193.48,11,5,Yes,Technical Degree,2,Yes,Divorced,3
EMP1820,44,Male,HR,Consultant,7829.16,14,6,No,Other,3,No,Divorced,3
EMP1821,31,Male,Sales,Engineer,2935.04,34,23,No,Medical,3,No,Married,3
EMP1822,23,Male,Sales,Executive,2568.5,34,30,No,Other,2,No,Single,3
EMP1823,34,Female,Finance,Engineer,6476.13,25,14,No,Medical,4,No,Divorced,3
EMP1824,23,Male,Finance,Engineer,9612.11,4,2,No,Technical Degree,3,No,Divorced,3
EMP1825,41,Male,HR,Consultant,17397.07,26,23,Yes,Other,4,No,Single,3
EMP1826,22,Male,IT,Analyst,16473.47,16,11,No,Life Sciences,3,No,Single,4
EMP1827,58,Male,Sales,Executive,7175.39,10,6,No,Marketing,1,No,Divorced,3
EMP1828,30,Male,Finance,Analyst,6779.46,2,1,No,Other,4,Yes,Divorced,3
EMP1829,38,Female,Sales,Engineer,6478.14,19,13,No,Human Resources,4,No,Divorced,3
EMP1830,30,Female,HR,Manager,8436.65,6,4,No,Technical Degree,3,No,Single,3
EMP1831,32,Female,HR,Engineer,11218.48,19,2,Yes,Technical Degree,4,No,Divorced,4
EMP1832,36,Female,IT,Analyst,10176.69,8,5,Yes,Human Resources,1,No,Divorced,3
EMP1833,45,Female,IT,Engineer,6319.78,14,3,Yes,Medical,2,No,Divorced,3
EMP1834,59,Female,HR,Manager,4782.9,10,7,No,Marketing,1,No,Married,2
EMP1835,56,Female,Finance,Consultant,2720.11,3,1,No,Medical,2,No,Married,3
EMP1836,51,Male,Sales,Analyst,5194.36,29,28,No,Human Resources,1,No,Single,3
EMP1837,52,Female,R&D,Engineer,14843.74,15,12,No,Human Resources,1,No,Divorced,4
EMP1838,26,Male,IT,Analyst,6763.67,23,22,No,Marketing,4,No,Divorced,3
EMP1839,35,Male,R&D,Consultant,10700.53,23,6,Yes,Human Resources,1,No,Single,3
EMP1840,32,Female,Finance,Engineer,12847.77,18,7,Yes,Human Resources,3,Yes,Single,3
EMP1841,30,Male,IT,Engineer,18019.72,19,15,No,Other,3,No,Single,4
EMP1842,55,Male,R&D,Analyst,18054.96,28,11,No,Marketing,3,No,Divorced,3
EMP1843,33,Male,Finance,Analyst,15550.34,26,24,No,Technical Degree,3,No,Married,3
EMP1844,56,Male,Sales,Manager,3115.25,10,3,No,Medical,4,No,Single,3
EMP1845,56,Female,Finance,Consultant,12563.73,4,2,No,Technical Degree,3,No,Divorced,3
EMP1846,22,Female,IT,Manager,16265.21,2,2,No,Technical Degree,1,Yes,Single,3
EMP1847,43,Female,HR,Engineer,2802.54,3,2,No,Other,3,No,Divorced,3
EMP1848,50,Female,Sales,Analyst,12119.48,7,2,No,Medical,4,Yes,Single,3
EMP1849,29,Female,R&D,Engineer,17510.87,16,13,No,Technical Degree,2,No,Divorced,3
EMP1850,32,Female,IT,Engineer,10796.79,31,14,No,Marketing,1,No,Single,3
EMP1851,58,Female,HR,Executive,2571.86,10,9,No,Medical,1,No,Married,3
EMP1852,35,Female,Finance,Executive,2692.73,19,18,No,Life Sciences,4,No,Single,4
EMP1853,51,Female,HR,Engineer,9791.13,28,19,No,Other,2,No,Single,3
EMP1854,56,Female,IT,Analyst,5212.65,17,12,No,Technical Degree,3,No,Married,3
EMP1855,42,Male,IT,Engineer,14127.89,28,13,No,Human Resources,2,No,Single,3
EMP1856,58,Female,HR,Executive,14903.99,19,12,No,Medical,1,No,Married,4
EMP1857,26,Male,Finance,Analyst,5612.9,23,12,No,Life Sciences,1,No,Divorced,3
EMP1858,40,Male,HR,Engineer,18049.33,20,18,No,Human Resources,1,No,Married,3
EMP1859,35,Male,IT,Consultant,10233.39,13,9,No,Life Sciences,2,No,Married,3
EMP1860,47,Male,IT,Consultant,4999.8,13,1,No,Technical Degree,3,No,Divorced,3
EMP1861,25,Female,R&D,Engineer,15874.4,11,5,No,Human Resources,1,No,Married,3
EMP1862,46,Male,R&D,Analyst,16324.55,15,1,Yes,Technical Degree,4,Yes,Married,4
EMP1863,46,Female,Sales,Engineer,13687.67,17,8,Yes,Human Resources,3,No,Divorced,4
EMP1864,39,Female,IT,Engineer,17435.65,28,11,No,Medical,1,No,Single,3
EMP1865,29,Male,R&D,Executive,15404.03,19,2,Yes,Marketing,3,No,Single,3
EMP1866,35,Female,HR,Consultant,17938.6,4,4,Yes,Marketing,4,Yes,Married,2
EMP1867,53,Male,Finance,Executive,10093.04,22,12,No,Life Sciences,2,No,Single,4
EMP1868,59,Male,HR,Executive,15582.95,22,21,Yes,Other,1,Yes,Single,3
EMP1869,54,Female,Finance,Engineer,19995.65,34,33,Yes,Human Resources,4,Yes,Married,3
EMP1870,44,Female,R&D,Executive,15186.3,33,23,No,Technical Degree,1,No,Divorced,4
EMP1871,36,Male,Sales,Consultant,4498.22,33,13,No,Other,1,No,Single,3
EMP1872,54,Female,HR,Executive,11570.58,12,6,No,Medical,2,No,Married,3
EMP1873,46,Female,HR,Consultant,12778.59,2,1,Yes,Medical,2,No,Divorced,3
EMP1874,38,Female,HR,Executive,5548.69,28,17,No,Medical,3,No,Single,3
EMP1875,54,Male,Finance,Consultant,19350.6,10,1,No,Marketing,4,Yes,Divorced,3
EMP1876,23,Male,R&D,Executive,5572.65,22,6,Yes,Technical Degree,4,Yes,Married,3
EMP1877,35,Female,HR,Executive,5607.26,17,7,Yes,Medical,2,No,Divorced,4
EMP1878,27,Female,HR,Analyst,18515.42,26,26,Yes,Medical,1,Yes,Divorced,3
EMP1879,27,Female,Sales,Consultant,10641.1,3,2,No,Life Sciences,3,Yes,Married,3
EMP1880,24,Female,Sales,Consultant,3605.79,7,1,No,Human Resources,2,No,Single,3
EMP1881,28,Female,R&D,Consultant,12968.28,8,8,No,Human Resources,3,No,Single,1
EMP1882,29,Male,R&D,Manager,13031.96,20,15,No,Human Resources,3,No,Divorced,3
EMP1883,36,Female,IT,Executive,3628.76,12,4,No,Other,4,No,Divorced,3
EMP1884,50,Male,Sales,Consultant,19519.14,17,13,No,Life Sciences,3,No,Divorced,3
EMP1885,54,Female,IT,Manager,12020.52,28,24,No,Marketing,4,No,Divorced,3
EMP1886,51,Male,Finance,Analyst,12296.43,10,2,No,Other,1,No,Single,3
EMP1887,48,Female,IT,Consultant,11602.02,22,19,No,Life Sciences,1,No,Married,3
EMP1888,57,Male,HR,Consultant,13187.81,33,25,No,Medical,2,No,Married,3
EMP1889,50,Female,IT,Manager,7125.25,22,18,No,Technical Degree,1,Yes,Married,4
EMP1890,59,Male,R&D,Executive,7526.72,13,6,No,Other,4,No,Divorced,3
EMP1891,54,Male,Finance,Analyst,11448.43,27,12,No,Other,3,Yes,Divorced,3
EMP1892,58,Male,HR,Consultant,16617.0,15,4,No,Medical,3,No,Married,3
EMP1893,48,Male,IT,Executive,3372.63,22,6,Yes,Medical,1,No,Single,1
EMP1894,54,Male,Finance,Analyst,13059.57,30,26,No,Technical Degree,4,Yes,Married,3
EMP1895,25,Male,Finance,Engineer,16618.62,34,30,No,Human Resources,3,Yes,Single,3
EMP1896,43,Female,HR,Engineer,5246.05,34,30,No,Other,1,No,Divorced,3
EMP1897,23,Male,IT,Analyst,2762.89,19,4,Yes,Life Sciences,4,No,Married,2
EMP1898,31,Female,Finance,Manager,7972.48,8,8,Yes,Marketing,4,No,Married,3
EMP1899,26,Female,Finance,Analyst,12792.51,33,16,No,Medical,3,No,Divorced,3
EMP1900,31,Female,Sales,Analyst,4919.96,28,24,No,Medical,2,No,Single,1
EMP1901,54,Female,Finance,Manager,9957.14,25,14,No,Marketing,2,No,Married,1
EMP1902,59,Female,Sales,Manager,12165.63,17,8,No,Life Sciences,4,Yes,Married,3
